Magnitude,Place,Longitude,Latitude
1.6,"19 km W of Ninilchik, Alaska",-152.0184,60.0829
1.3,"40 km SSE of Goldfield, Nevada",-117.1308,37.3503
0.3,"53 km NW of Indian Springs, Nevada",-116.1242,36.8778
1.6,"6 km SSE of Pearsall, Texas",-99.068,28.834
0.92,"11 km SE of Lima, Montana",-112.487833333333,44.5671666666667
1.9,"18 km S of Funny River, Alaska",-150.8116,60.3376
1.31,"6 km SSE of Oilton, Oklahoma",-96.54383333,36.032
0.99,"0 km WSW of Rocky Point, Washington",-122.6785,47.589166666666664
2.3,"20 km S of Cantwell, Alaska",-149.0065,63.2073
1.18,"26 km SSW of Ocotillo Wells, CA",-116.233,32.9223333
2.4,"50 km E of Pedro Bay, Alaska",-153.2057,59.7337
1.9,"56 km E of Pedro Bay, Alaska",-153.0967,59.7677
1.45,"16 km S of Whitehall, Montana",-112.1325,45.7243333333333
1.41,"5 km SE of Owasso, Oklahoma",-95.80716667,36.24183333
4.7,"73 km W of Tobelo, Indonesia",127.3542,1.6583
1.2,"37 km SSE of Goldfield, Nevada",-117.1228,37.3809
5.8,"9 km E of Acajutla, El Salvador",-89.7442,13.5917
1.1,"10 km SE of Lima, Montana",-112.492666666667,44.575
0.88,"10 km SE of Lima, Montana",-112.4935,44.58
0.99,"11 km SE of Lima, Montana",-112.4885,44.5665
2.42,"2 km WNW of Tallaboa, Puerto Rico",-66.7361666666667,18.0061666666667
1.48,"2 km NW of The Geysers, CA",-122.776336669922,38.7918319702148
0.6,"17 km SE of Carbonado, Washington",-121.899,46.962666666666664
0.92,"11 km SE of Lima, Montana",-112.488,44.5683333333333
1.45,"10 km SE of Lima, Montana",-112.492333333333,44.5755
0.88,"10 km SE of Lima, Montana",-112.497,44.5771666666667
1.88,"2 km NW of The Geysers, CA",-122.776336669922,38.7919998168945
2.2,"3 km ENE of Houston, Alaska",-149.7623,61.6389
1.5,"29 km SE of Skwentna, Alaska",-150.9721,61.8111
1.8,"44 km SE of Denali National Park, Alaska",-151.0793,63.2658
2.09,"22 km NE of Pine Valley, CA",-116.3381667,32.9428333
0.98,"15 km N of Borrego Springs, CA",-116.378,33.3906667
1.59,"3 km W of Anderson Springs, CA",-122.724502563477,38.7666664123535
1.24,"10 km NW of The Geysers, CA",-122.853332519531,38.8261680603027
0.94,"10 km SE of Lima, Montana",-112.490666666667,44.5725
1.1,"23 km NNW of Westbrook, Texas",-101.135,32.541
1.04,"23 km NE of Pine Valley, CA",-116.3368333,32.9455
4.4,Vanuatu region,170.7927,-14.3531
1.45,"9 km WNW of Cobb, CA",-122.82250213623,38.8408317565918
1.49,"23 km NE of Pine Valley, CA",-116.3366667,32.9441667
1.1,"17 km NE of Yerington, Nevada",-119.0129,39.0909
0.62,"35 km SE of West Yellowstone, Montana",-110.757833333333,44.4636666666667
0.9,"10 km SE of Lima, Montana",-112.492166666667,44.5728333333333
1.2,"16 km NE of Yerington, Nevada",-119.0266,39.0898
4.0,"33 km WNW of Ajab Shīr, Iran",45.5276,37.559
0.83,"10 km SE of Lima, Montana",-112.49,44.5733333333333
1.15,"11 km SE of Lima, Montana",-112.488333333333,44.5653333333333
2.0,"50 km S of Whites City, New Mexico",-104.302,31.723
1.7,"56 km S of Whites City, New Mexico",-104.34,31.664
1.8,"16 km W of Susitna, Alaska",-150.8162,61.5157
1.27,"10 km SE of Lima, Montana",-112.493333333333,44.5746666666667
1.7,"59 km NW of Tatitlek, Alaska",-147.4345,61.2576
1.01,"10 km SE of Lima, Montana",-112.485833333333,44.5841666666667
0.85,"10 km SE of Lima, Montana",-112.4895,44.5795
0.71,"9 km ESE of Lima, Montana",-112.487833333333,44.5891666666667
1.29,"5 km NNW of The Geysers, CA",-122.781669616699,38.8158340454102
1.3,"4 km SE of Brawley, CA",-115.498,32.9551667
0.81,"10 km SE of Lima, Montana",-112.497,44.5708333333333
1.9,"9 km SE of Pearsall, Texas",-99.022,28.842
0.5,"15 km SSE of Los Ybanez, Texas",-101.881,32.579
0.66,"10 km S of Idyllwild, CA",-116.707,33.6508333
1.1,"38 km SSE of Goldfield, Nevada",-117.1329,37.3672
0.77,"9 km WNW of Cobb, CA",-122.822830200195,38.8413314819336
2.0,"56 km S of Whites City, New Mexico",-104.359,31.664
2.5,"35 km NW of Toyah, Texas",-104.025,31.564
-0.02,"38 km NNE of Amboy, Washington",-122.18616666666667,46.20883333333333
2.3,"56 km S of Whites City, New Mexico",-104.347,31.67
1.44,"22 km NE of Thermal, CA",-115.9548333,33.7671667
4.9,west of Macquarie Island,139.6238,-53.6228
1.86,"7 km W of Daly City, CA",-122.53783416748,37.6713333129883
1.39,"3 km NE of Ripley, Oklahoma",-96.87983333,36.0405
0.74,"7 km NW of The Geysers, CA",-122.820831298828,38.8168334960938
1.02,"10 km SE of Lima, Montana",-112.492,44.5755
1.14,"10 km SE of Lima, Montana",-112.4915,44.5735
1.9,"8 km SE of Pearsall, Texas",-99.04,28.836
0.82,"10 km SE of Lima, Montana",-112.493166666667,44.5741666666667
1.06,"25 km SW of Ocotillo Wells, CA",-116.3066667,32.9755
1.3,"23 km NNE of Coahoma, Texas",-101.242,32.504
1.1,"18 km NE of Yerington, Nevada",-119.032,39.1118
1.68,"14 km SSE of Santa Barbara, CA",-119.66,34.3036667
1.7,"24 km NNE of Point Possession, Alaska",-150.5208,61.1253
1.6,"20 km SSW of Susitna North, Alaska",-149.9798,61.9838
0.75,"5 km ENE of Government Camp, Oregon",-121.69483333333334,45.33
2.49,"26 km W of Petrolia, CA",-124.58699798584,40.3043327331543
1.36,"22 km WNW of South Glastonbury, Montana",-111.062666666667,45.4106666666667
3.73,"49 km ESE of Punta Cana, Dominican Republic",-68.0148,18.3356
1.84,"1 km SSW of Inglewood, CA",-118.3521667,33.9495
0.9,"1 km SSW of Yorba Linda, CA",-117.817,33.8773333
0.75,"9 km NW of The Geysers, CA",-122.84366607666,38.8224983215332
2.72,"37 km WNW of Petrolia, CA",-124.719665527344,40.3446655273438
1.5,"25 km WSW of Susitna North, Alaska",-150.2937,62.0679
2.53,"25 km W of Petrolia, CA",-124.561164855957,40.2583351135254
2.1,"56 km S of Whites City, New Mexico",-104.35,31.665
0.89,"11 km NE of Julian, CA",-116.5156667,33.1456667
2.5,"55 km S of Whites City, New Mexico",-104.339,31.673
2.66,"38 km WNW of Petrolia, CA",-124.728668212891,40.3600006103516
2.7,"20 km ENE of Austin, Nevada",-116.8631,39.5899
1.65,"3 km S of Utuado, Puerto Rico",-66.6943333333333,18.2301666666667
2.4,"54 km WNW of Petrolia, CA",-124.917503356934,40.3740005493164
0.57,"9 km NW of The Geysers, CA",-122.844665527344,38.8214988708496
0.86,"2 km NW of The Geysers, CA",-122.77766418457,38.7923316955566
1.03,"8 km NNW of The Geysers, CA",-122.814002990723,38.8310012817383
3.86,"78 km WNW of Petrolia, CA",-125.19450378418,40.413501739502
1.5,"22 km NNW of Susitna, Alaska",-150.665,61.7311
1.5,"46 km WNW of Nikiski, Alaska",-152.0941,60.8258
0.77,"3 km NW of The Geysers, CA",-122.778663635254,38.7919998168945
1.5,"58 km S of Whites City, New Mexico",-104.347,31.652
2.22,"1 km SW of Pāhala, Hawaii",-155.486328125,19.1943340301514
1.16,"4 km SW of Anderson Springs, CA",-122.721336364746,38.7430000305176
1.03,"10 km NW of The Geysers, CA",-122.850997924805,38.826831817627
2.0,"56 km S of Whites City, New Mexico",-104.341,31.664
2.58,"6 km SE of Maria Antonia, Puerto Rico",-66.8486666666667,17.9285
1.1,"20 km NW of Schurz, Nevada",-118.9611,39.0952
0.9,"17 km N of Stanton, Texas",-101.787,32.286
1.61,"14 km NNE of Marysville, Montana",-112.203333333333,46.866
3.88,"113 km N of Charlotte Amalie, U.S. Virgin Islands",-65.0138,19.3643
-0.06,"37 km NNE of Amboy, Washington",-122.19116666666666,46.1985
3.1,"234 km SE of Chiniak, Alaska",-149.5122,56.1499
4.5,"20 km N of Āwash, Ethiopia",40.1913,9.1662
2.0,"52 km E of Pedro Bay, Alaska",-153.1899,59.7113
3.0,"0 km E of Aromas, CA",-121.639335632324,36.889331817627
0.74,"7 km NW of The Geysers, CA",-122.825668334961,38.8120002746582
2.7,"32 km SSE of Hope, New Mexico",-104.6325,32.5285
4.5,"32 km N of Āwash, Ethiopia",40.1191,9.2724
1.6,"17 km E of Beluga, Alaska",-150.7548,61.1533
1.9,"18 km S of Westbrook, Texas",-100.996,32.185
1.29,"8 km NNE of San Jacinto, CA",-116.924,33.8481667
2.2,"42 km SE of McCarthy, Alaska",-142.3418,61.1696
2.4,"128 km SE of McCarthy, Alaska",-141.2953,60.5872
2.5,"56 km S of Whites City, New Mexico",-104.362,31.664
1.8,"15 km W of Anchor Point, Alaska",-152.098,59.8028
0.79,"5 km WNW of Cobb, CA",-122.785499572754,38.8224983215332
2.1,"42 km SW of Tatitlek, Alaska",-147.1971,60.5756
2.0,"57 km S of Whites City, New Mexico",-104.358,31.656
4.2,"56 km S of Whites City, New Mexico",-104.357,31.666
0.2,"53 km E of Beatty, Nevada",-116.1614,36.8878
1.6,"17 km NNW of Silver Peak, Nevada",-117.7161,37.897
1.33,"10 km NW of Friday Harbor, Washington",-123.09783333333333,48.611333333333334
4.3,"12 km SW of Silos, Colombia",-72.8524,7.1396
1.25,"8 km NNW of The Geysers, CA",-122.814666748047,38.8301658630371
-0.1,"30 km W of Indian Springs, Nevada",-116.0086,36.6047
1.3,"16 km NE of Yerington, Nevada",-119.0191,39.0856
2.01,"7 km NE of Moreno Valley, CA",-117.1668333,33.9626667
2.19,"2 km NW of Indios, Puerto Rico",-66.8378333333333,18.0113333333333
4.7,"67 km SW of Port-Vila, Vanuatu",167.8639,-18.1625
1.33,"1 km NE of The Geysers, CA",-122.747329711914,38.7863349914551
0.75,"8 km NW of The Geysers, CA",-122.830497741699,38.8143348693848
1.6,"57 km S of Whites City, New Mexico",-104.364,31.657
0.72,"6 km SSW of Warner Springs, CA",-116.663,33.2356667
1.26,"4 km SE of Ontario, CA",-117.5941667,34.0265
0.75,"8 km NNW of The Geysers, CA",-122.818336486816,38.8315010070801
0.99,"17 km ESE of Julian, CA",-116.4191667,33.0475
1.7,"12 km SE of Pearsall, Texas",-99.02,28.805
1.29,"22 km NW of Challis, Idaho",-114.391166666667,44.6695
1.3,"12 km ESE of Hawthorne, Nevada",-118.4878,38.5009
4.3,Tibetan Plateau,88.3895,32.6023
0.75,"4 km WSW of The Geysers, CA",-122.794998168945,38.7598342895508
0.85,"3 km NW of The Geysers, CA",-122.779998779297,38.7915000915527
-0.1,"49 km E of Beatty, Nevada",-116.2194,36.8246
0.1,"53 km E of Beatty, Nevada",-116.162,36.8864
0.53,"Rat Islands, Aleutian Islands, Alaska",178.492666666667,51.9973333333333
1.6,"8 km NE of Milpitas, CA",-121.866333007812,37.4934997558594
1.06,"5 km NNW of The Geysers, CA",-122.793502807617,38.8170013427734
0.76,"6 km WNW of Cobb, CA",-122.791664123535,38.8250007629395
2.32,"4 km E of Herculaneum, Missouri",-90.3283333333333,38.2761666666667
1.6,"40 km WNW of Tyonek, Alaska",-151.8595,61.1815
0.74,"14 km NNE of Ashford, Washington",-121.958,46.87416666666667
0.96,"8 km NNW of The Geysers, CA",-122.81566619873,38.8269996643066
1.25,"5 km S of Bombay Beach, CA",-115.7381667,33.3056667
2.1,"7 km N of Smiths Ferry, Idaho",-116.079,44.3638333333333
1.6,"37 km SSE of Goldfield, Nevada",-117.1259,37.3789
2.18,"8 km SW of Holtville, CA",-115.4283333,32.7561667
0.78,"85 km NW of Karluk, Alaska",-155.3595,58.171
0.84,"6 km WNW of The Geysers, CA",-122.82266998291,38.7944984436035
1.21,"3 km NNW of The Geysers, CA",-122.777000427246,38.7936668395996
0.75,"3 km NW of The Geysers, CA",-122.778999328613,38.7915000915527
0.26,"63 km WNW of Tyonek, Alaska",-152.244,61.2685
1.36,"28 km S of Ennis, Montana",-111.708833333333,45.0895
2.81,"278 km W of Adak, Alaska",179.400333333333,51.464
2.0,"4 km NNW of Houston, Alaska",-149.8558,61.6666
2.11,"22 km W of Volcano, Hawaii",-155.448333333333,19.4528333333333
4.6,"36 km N of Metahāra, Ethiopia",39.9052,9.2326
4.4,"35 km SE of Debre Sīna, Ethiopia",40.0172,9.6568
1.1,"14 km ESE of Midland, Texas",-101.932,31.964
4.9,"23 km N of Āwash, Ethiopia",40.1478,9.1968
2.76,"7 km SW of Holtville, CA",-115.4345,32.7738333
1.6,"33 km WSW of Alamo, Nevada",-115.5169,37.2661
1.1,"37 km SSE of Goldfield, Nevada",-117.1231,37.3815
1.7,"80 km NNE of Chickaloon, Alaska",-148.1581,62.5023
4.4,"27 km SSE of Abomsa, Ethiopia",40.0407,9.7376
1.7,"37 km SSE of Goldfield, Nevada",-117.1281,37.3774
5.3,Drake Passage,-61.4639,-59.8769
1.5,"37 km SSE of Goldfield, Nevada",-117.1187,37.3846
0.73,"12 km E of Cloverdale, CA",-122.88166809082,38.8338317871094
0.7,"42 km N of Chignik Lagoon, Alaska",-158.5625,56.6888333333333
1.3,"38 km SSE of Goldfield, Nevada",-117.1283,37.3765
2.6,"28 km ESE of King Salmon, Alaska",-156.1846,58.6192
1.8,"37 km SSE of Goldfield, Nevada",-117.1243,37.3846
0.45,"66 km WNW of Beluga, Alaska",-152.2645,61.3231666666667
2.0,"71 km SE of Akutan, Alaska",-164.9707,53.7033
2.0,"14 km NNW of Nanwalek, Alaska",-152.0195,59.4802
1.37,"10 km SW of Gonzales, CA",-121.497169494629,36.4226684570312
1.5,"23 km NNE of Beluga, Alaska",-150.9028,61.3337
4.7,Reykjanes Ridge,-35.1906,53.0637
4.6,"13 km WNW of Āwash, Ethiopia",40.0639,9.0512
1.6,"8 km WNW of Petersville, Alaska",-150.9095,62.5274
1.15,"3 km ESE of Owasso, Oklahoma",-95.82316667,36.25633333
1.5,"12 km ENE of Fox, Alaska",-147.3842,65.0061
1.5,"53 km NW of Toyah, Texas",-104.178,31.665
4.6,"38 km W of Mejillones, Chile",-70.8177,-23.1512
4.1,"96 km SSE of Klyuchi, Russia",161.2203,55.4773
1.6,"21 km SSW of Susitna, Alaska",-150.7013,61.3771
2.3,"47 km E of Fort Bidwell, California",-119.5848,41.9265
0.78,"5 km WNW of The Geysers, CA",-122.814163208008,38.7876663208008
0.89,"7 km NW of The Geysers, CA",-122.825332641602,38.8136672973633
4.5,"112 km SSW of Sechura, Peru",-81.2677,-6.4717
1.86,"6 km ENE of Butte, Montana",-112.459166666667,46.0161666666667
1.4,"33 km W of Happy Valley, Alaska",-152.3228,59.9491
0.53,"36 km W of Nikiski, Alaska",-151.9505,60.7283333333333
-0.01,"68 km WNW of Beluga, Alaska",-152.305333333333,61.3118333333333
0.28,"68 km WNW of Beluga, Alaska",-152.306833333333,61.3096666666667
1.6,"24 km SSW of Westbrook, Texas",-101.08,32.14
0.76,"9 km NW of The Geysers, CA",-122.843330383301,38.8223342895508
1.3,"33 km WSW of Ackerly, Texas",-102.044,32.412
1.23,"13 km SE of Tehachapi, CA",-118.3435,35.0513333
4.5,"8 km S of Silago, Philippines",125.1659,10.4487
1.2,"3 km W of Lucien, Oklahoma",-97.4965,36.27016667
1.95,"13 km NW of Pawnee, Oklahoma",-96.9255,36.41116667
0.76,"8 km NNW of The Geysers, CA",-122.817497253418,38.8325004577637
2.1,"68 km NNE of Petersville, Alaska",-150.4547,63.0917
-0.47,"67 km WNW of Tyonek, Alaska",-152.294833333333,61.2973333333333
1.2,"83 km NW of Karluk, Alaska",-155.5864,58.0066
1.5,"45 km NW of Toyah, Texas",-104.177,31.566
1.52,"7 km  of Hollister, CA",-121.418167114258,36.9095001220703
1.8,"2 km NNW of Kenilworth, Utah",-110.820833333333,39.7071666666667
1.3,"12 km SSW of Salton City, CA",-116.002,33.2025
1.39,"46 km SSE of Mammoth, Wyoming",-110.385,44.6265
1.88,"46 km SSE of Mammoth, Wyoming",-110.385166666667,44.626
1.96,"5 km WSW of Liborio Negron Torres, Puerto Rico",-66.9876666666667,18.0213333333333
1.7,"24 km WNW of Nikiski, Alaska",-151.6959,60.7916
4.5,south of the Fiji Islands,-179.6021,-22.5064
1.4,"51 km SSW of Skwentna, Alaska",-151.7369,61.5533
-0.45,"67 km WNW of Beluga, Alaska",-152.288,61.324
1.8,"33 km NE of Gail, Texas",-101.154,32.949
0.73,"10 km NW of The Geysers, CA",-122.851333618164,38.8209991455078
1.6,"17 km S of Funny River, Alaska",-150.8034,60.3496
1.34,"5 km NW of The Geysers, CA",-122.804664611816,38.8038330078125
0.72,"5 km NW of The Geysers, CA",-122.805999755859,38.8040008544922
1.09,"4 km WNW of Borrego Springs, CA",-116.4226667,33.2643333
0.58,"12 km NW of The Geysers, CA",-122.877334594727,38.8381652832031
1.94,"3 km WSW of Cathlamet, Washington",-123.41966666666667,46.18666666666667
4.0,"94 km SSE of Nusa Dua, Indonesia",115.4699,-9.6227
4.1,Southern Tibetan Plateau,87.2982,28.4222
0.73,"2 km NW of The Geysers, CA",-122.771499633789,38.7879981994629
0.36,"66 km NE of Nikolski, Alaska",-168.217,53.397
1.07,"13 km ENE of Ridgecrest, CA",-117.5521667,35.675
2.2,"13 km SW of Susitna, Alaska",-150.7013,61.4597
4.3,"44 km ENE of Lae, Papua New Guinea",147.3508,-6.5308
2.1,"38 km NW of Aleneva, Alaska",-153.4281,58.2689
3.5,"29 km SSE of Chignik, Alaska",-158.2883,56.0385
1.5,"1 km ESE of Big Lake, Alaska",-149.9257,61.5144
1.91,"2 km NW of The Geysers, CA",-122.770835876465,38.7863349914551
1.44,"3 km WSW of Lucien, Oklahoma",-97.49366667,36.2685
1.33,"11 km SW of Gonzales, CA",-121.501167297363,36.4168319702148
-0.82,"63 km WNW of Tyonek, Alaska",-152.2385,61.2688333333333
1.49,"6 km SSW of Leilani Estates, Hawaii",-154.945166666667,19.4203333333333
1.72000003,"20 km WSW of Pepeekeo, Hawaii",-155.294830322266,19.783332824707
2.24,"21 km W of Wainaku, Hawaii",-155.302833333333,19.7448333333333
1.75,"2 km WNW of Kenilworth, Utah",-110.831666666667,39.7
1.6,"17 km NE of Yerington, Nevada",-119.0282,39.1021
2.49,"53 km SE of Naalehu, Hawaii",-155.246666666667,18.6993333333333
1.07,"9 km ENE of Orcutt, CA",-120.3453333,34.9058333
5.0,Reykjanes Ridge,-34.9607,53.2102
1.7,"17 km WSW of Trapper Creek, Alaska",-150.5301,62.2524
1.16,"5 km SE of Pinnacles, CA",-121.089836120605,36.5103340148926
1.99,"6 km NE of La Parguera, Puerto Rico",-67.0023333333333,18.0101666666667
1.6,"5 km E of Big Lake, Alaska",-149.8442,61.5293
1.7,"30 km SW of Petersville, Alaska",-151.2193,62.3265
0.68,"8 km WNW of Cobb, CA",-122.810836791992,38.8400001525879
1.52,"4 km E of La Parguera, Puerto Rico",-67.0088333333333,17.9695
1.49,"16 km NNE of Stanley, Idaho",-114.829833333333,44.3416666666667
1.55,"6 km WNW of Cobb, CA",-122.790168762207,38.8256683349609
3.09,"75 km N of Brenas, Puerto Rico",-66.3583333333333,19.1451666666667
1.24,"8 km NNW of The Geysers, CA",-122.817665100098,38.8321647644043
4.7,"89 km E of Mil’kovo, Russia",160.0047,54.7555
1.66,"6 km NNW of The Geysers, CA",-122.800834655762,38.8171653747559
1.14,"7 km NNW of The Geysers, CA",-122.805335998535,38.824333190918
0.78,"7 km NNW of The Geysers, CA",-122.814163208008,38.8258323669434
-0.48,"66 km WNW of Beluga, Alaska",-152.264,61.321
1.56,"18 km SSE of Mossyrock, Washington",-122.43716666666667,46.369166666666665
1.9,"8 km SSW of Willow, Alaska",-150.0958,61.6769
4.9,"182 km SE of Gizo, Solomon Islands",158.1075,-9.1708
1.86,"4 km NNW of Jenkinsville, South Carolina",-81.3105,34.3033333333333
0.77,"18 km NNW of Jamestown, Washington",-123.18866666666666,48.277
2.1,"11 km NNE of Pāhala, Hawaii",-155.418670654297,19.2913341522217
0.53,"6 km WNW of Cobb, CA",-122.788833618164,38.8370018005371
1.7,"36 km NE of Paxson, Alaska",-145.1176,63.3332
1.6,"20 km ENE of Falls City, Texas",-97.832,29.068
1.14,"5 km NW of The Geysers, CA",-122.811332702637,38.800666809082
2.61,"3 km ESE of Corcovado, Puerto Rico",-66.744,18.4476666666667
0.37,"66 km W of Tyonek, Alaska",-152.373,61.0398333333333
-0.43,"71 km WNW of Beluga, Alaska",-152.355833333333,61.3271666666667
2.01,"13 km E of Puebla, B.C., MX",-115.2183333,32.5688333
4.2,"32 km W of Port-Vila, Vanuatu",168.0082,-17.7105
1.93,"3 km N of La Parguera, Puerto Rico",-67.0481666666667,18.0085
1.7,"7 km SSW of Willow, Alaska",-150.0968,61.682
4.0,"28 km WSW of Port-Vila, Vanuatu",168.0694,-17.8466
1.2,"33 km SSW of Coyanosa, Texas",-103.23,30.974
3.2,"5 km ESE of Beluga, Alaska",-150.9845,61.1254
1.6,"7 km SE of Clam Gulch, Alaska",-151.3044,60.1827
1.8,"55 km S of Cantwell, Alaska",-148.9845,62.8902
1.31,"12 km WNW of Cedar City, Utah",-113.2045,37.706
1.59,"2 km NW of Kenilworth, Utah",-110.826833333333,39.7016666666667
1.15,"22 km SE of Challis, Idaho",-114.055833333333,44.3475
-1.12,"85 km W of Salamatof, Alaska",-152.867666666667,60.5355
0.48,"17 km NNE of Ashford, Washington",-121.92283333333333,46.90233333333333
0.93,"15 km NNW of Ocotillo Wells, CA",-116.2118333,33.2583333
1.17,"12 km WNW of Cedar City, Utah",-113.203333333333,37.7031666666667
1.97,"2 km NNE of Prattville, CA",-121.152168273926,40.227165222168
2.12,"1 km NW of Prattville, CA",-121.164169311523,40.2108345031738
1.1,"16 km NE of Yerington, Nevada",-119.0231,39.0901
-0.11,"68 km WNW of Beluga, Alaska",-152.2965,61.325
0.77,"5 km NW of The Geysers, CA",-122.805000305176,38.8050003051758
1.6,"13 km WSW of Tyonek, Alaska",-151.3593,61.0156
0.88,"4 km ESE of Driggs, Idaho",-111.062333333333,43.7141666666667
0.88,"3 km ESE of Driggs, Idaho",-111.0665,43.7146666666667
1.7,"11 km SE of Pearsall, Texas",-99.025,28.806
4.4,"22 km SW of Dompu, Indonesia",118.2973,-8.6615
0.92,"4 km ESE of Driggs, Idaho",-111.061666666667,43.7126666666667
1.34,"7 km WSW of Port Hadlock-Irondale, Washington",-122.87233333333333,48.00216666666667
2.19,"2 km NE of Almanor, CA",-121.165496826172,40.2309989929199
3.23,"2 km NE of Almanor, CA",-121.166000366211,40.2345008850098
1.2,"82 km E of King Salmon, Alaska",-155.2429,58.6179
1.7,"16 km SSE of Susitna, Alaska",-150.3519,61.4178
1.7,"17 km NE of Yerington, Nevada",-119.0191,39.0937
2.1,"8 km S of Lamboglia, Puerto Rico",-65.9925,17.9068333333333
1.4,"14 km E of Stanton, Texas",-101.635,32.13
1.2,"6 km SE of Gardendale, Texas",-102.329,31.977
2.66,"49 km WNW of Petrolia, CA",-124.848999023438,40.4389991760254
5.7,"Southern Qinghai, China",97.4386,34.7767
2.64,"3 km WSW of Fuig, Puerto Rico",-66.9468333333333,17.9766666666667
1.4,"12 km SSW of Furnace Creek, California",-116.9129,36.3435
1.12,"6 km WNW of Cobb, CA",-122.795669555664,38.8263320922852
1.05,"6 km WNW of Cobb, CA",-122.794166564941,38.8263320922852
3.78,"43 km ESE of Punta Cana, Dominican Republic",-68.0408,18.3918
1.7,"8 km NNW of Big Lake, Alaska",-149.9867,61.5924
4.7,"Off the coast of Aisen, Chile",-77.9106,-44.1352
2.1,"45 km NW of Skwentna, Alaska",-151.9952,62.2902
1.8,"12 km W of Point Possession, Alaska",-150.9138,60.9059
1.14,"8 km W of Drummond, Montana",-113.254,46.6588333333333
1.11,"73 km W of Nikolski, Alaska",-169.933166666667,52.8195
2.2,"46 km E of Fort Bidwell, California",-119.5988,41.9371
1.33,"7 km N of Moreno Valley, CA",-117.2381667,33.9851667
3.26,"22 km SSW of Charlotte Amalie, U.S. Virgin Islands",-65.0415,18.1733333333333
-0.19,"69 km WNW of Beluga, Alaska",-152.306833333333,61.3318333333333
1.5,"30 km WSW of Ackerly, Texas",-102.006,32.398
0.74,"7 km NW of The Geysers, CA",-122.818832397461,38.8166656494141
0.71,"8 km NNW of The Geysers, CA",-122.816329956055,38.8301658630371
1.34,"8 km NNW of The Geysers, CA",-122.815330505371,38.8296661376953
2.27,"2 km SE of Capitanejo, Puerto Rico",-66.5181666666667,18.0015
1.94,"2 km NNE of Aromas, CA",-121.638336181641,36.9036674499512
0.11,"63 km WNW of Tyonek, Alaska",-152.243333333333,61.2711666666667
2.7,"34 km SSE of Hope, New Mexico",-104.6266,32.5154
1.9,"50 km NW of Valdez, Alaska",-146.9502,61.4764
1.92,"27 km W of Petrolia, CA",-124.599166870117,40.2733345031738
1.11,"6 km WNW of Cobb, CA",-122.790000915527,38.8413314819336
0.92,"24 km WNW of Niarada, Montana",-114.888166666667,47.93
0.58,"27 km WNW of Hebgen Lake Estates, Montana",-111.506166666667,44.8776666666667
1.6,"14 km NNE of Point Possession, Alaska",-150.6369,61.0464
1.9,"11 km S of Forsan, Texas",-101.369,32.006
2.0,"12 km E of Dilley, Texas",-99.04,28.664
1.8,"22 km E of Beluga, Alaska",-150.6723,61.1345
2.3,"44 km E of Fort Bidwell, California",-119.6201,41.9305
4.8,Southern Tibetan Plateau,87.393,28.4551
2.48,"20 km WSW of Petrolia, CA",-124.485832214355,40.2309989929199
4.3,"99 km WNW of Höfn, Iceland",-17.0868,64.6224
0.38,"5 km WNW of The Geysers, CA",-122.807998657227,38.7929992675781
1.9,"48 km E of Fort Bidwell, California",-119.5735,41.9306
1.5,"60 km NW of Toyah, Texas",-104.3,31.638
1.95,"54 km WNW of Sitka, Alaska",-136.154166666667,57.2443333333333
1.6,"48 km E of Fort Bidwell, California",-119.5728,41.9295
1.4,"8 km NNE of Four Mile Road, Alaska",-149.0626,64.6771
1.14,"15 km SE of Waynoka, Oklahoma",-98.76333333,36.47816667
1.65,"6 km NNW of Smiths Ferry, Idaho",-116.1285,44.3561666666667
0.73,"71 km NW of Ninilchik, Alaska",-152.717166666667,60.4221666666667
1.85,"6 km SW of Volcano, Hawaii",-155.283172607422,19.4115009307861
1.6,"22 km WNW of Willow, Alaska",-150.4588,61.7992
-0.33,"67 km WNW of Beluga, Alaska",-152.278166666667,61.3151666666667
0.46,"37 km NNE of Amboy, Washington",-122.19033333333333,46.19916666666666
2.06,"237 km W of Adak, Alaska",179.931666666667,51.7585
0.0,"67 km WNW of Beluga, Alaska",-152.288666666667,61.3216666666667
3.5,"87 km SE of Perryville, Alaska",-157.9866,55.4688
1.14,"6 km NNE of Windsor, CA",-122.794830322266,38.5943336486816
2.15,"3 km WSW of Guánica, Puerto Rico",-66.941,17.961
0.76,"9 km NW of The Geysers, CA",-122.841003417969,38.8208351135254
4.3,"23 km SE of Nusa Dua, Indonesia",115.372,-8.9663
2.0,"5 km WNW of Point MacKenzie, Alaska",-150.077,61.3824
0.82,"8 km NNW of The Geysers, CA",-122.816833496094,38.833667755127
3.3,"21 km NW of Chenega, Alaska",-148.3029,60.1909
0.02,"66 km W of Tyonek, Alaska",-152.367,61.0408333333333
1.74,"3 km ENE of Buckley, Washington",-121.9785,47.17133333333334
2.1,"53 km W of Aleneva, Alaska",-153.8181,58.0953
4.2,Southern Tibetan Plateau,87.4899,28.6168
2.2,"78 km SW of Nanwalek, Alaska",-153.0232,58.9444
0.49,"9 km SE of Lincoln, Montana",-112.606666666667,46.8885
4.5,"20 km ESE of Pasinler, Turkey",41.8817,39.8848
1.04,"2 km N of The Geysers, CA",-122.758666992188,38.7931671142578
1.51,"22 km WNW of Stanley, Idaho",-115.1775,44.3291666666667
